CustomerID,Age,AnnualIncome_k,SpendingScore,PurchaseFrequency,RecencyDays,AvgOrderValue,TrueSegment,Gender,PreferredCategory,Cluster,Segment,PC1,PC2
CUST00153,30,60.9,67.2,14.0,32.0,50.31,Steady Regulars,Male,Electronics,1,Steady Regulars,0.14880594218340967,-0.9063245334370483
CUST00557,18,35.7,77.8,7.0,13.0,45.52,New & Curious,Male,Beauty,4,New & Curious,-0.5842821137562954,-2.1904334510904575
CUST00404,32,45.3,25.0,0.0,101.0,25.82,Budget Browsers,Male,Home & Living,3,Budget Browsers,-2.2911790601365887,0.290047210562951
CUST00227,26,76.8,74.7,10.0,41.0,78.26,Steady Regulars,Male,Home & Living,1,Steady Regulars,0.5172508474774558,-0.6877210946892132
CUST00538,54,60.9,18.3,0.0,151.0,71.18,At-Risk / Dormant,Male,Sports,0,At-Risk / Dormant,-1.6036447353535337,2.607618950984157
CUST00564,31,63.7,67.4,5.0,10.0,46.47,New & Curious,Male,Apparel,4,New & Curious,-0.16810860095893673,-0.9267464568919096
CUST00104,36,107.4,82.5,29.0,1.0,157.84,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,3.4572776644096654,0.0980725967888578
CUST00470,46,77.3,19.5,6.0,174.0,83.76,At-Risk / Dormant,Female,Electronics,0,At-Risk / Dormant,-1.1310337711009648,2.594160472056936
CUST00075,23,89.3,100.0,26.0,1.0,133.32,High-Value Loyalists,Male,Sports,2,High-Value Loyalists,2.834502470472003,-1.2654313765605225
CUST00508,32,86.1,16.6,1.0,175.0,102.45,At-Risk / Dormant,Female,Electronics,0,At-Risk / Dormant,-1.3446308648138596,2.1943252520123835
CUST00627,22,48.9,74.9,9.0,8.0,59.25,New & Curious,Male,Electronics,4,New & Curious,-0.06483764784270223,-1.7217309440343136
CUST00120,47,96.6,82.7,27.0,11.0,170.15,High-Value Loyalists,Female,Electronics,2,High-Value Loyalists,3.431448414361665,0.762693619923346
CUST00466,45,73.8,7.2,4.0,135.0,63.72,At-Risk / Dormant,Female,Beauty,0,At-Risk / Dormant,-1.5138429101540662,2.1986372259849563
CUST00569,24,48.1,58.8,10.0,25.0,39.03,New & Curious,Female,Electronics,4,New & Curious,-0.6114074379294411,-1.376402003191421
CUST00612,26,41.1,86.6,8.0,24.0,33.16,New & Curious,Other,Electronics,4,New & Curious,-0.34585685725200294,-1.8066196218655888
CUST00208,33,24.0,52.5,17.0,43.0,79.76,Steady Regulars,Male,Sports,1,Steady Regulars,-0.27565312099441847,-0.7509851576932995
CUST00399,32,25.7,31.7,4.0,82.0,46.86,Budget Browsers,Female,Apparel,3,Budget Browsers,-1.9360694966902288,-0.16136352454866795
CUST00423,50,59.8,34.0,1.0,155.0,97.37,At-Risk / Dormant,Female,Beauty,0,At-Risk / Dormant,-1.089027816108149,2.343160792845613
CUST00409,28,27.3,9.4,4.0,90.0,14.73,Budget Browsers,Male,Home & Living,3,Budget Browsers,-2.784204068288047,-0.17557002295465235
CUST00486,43,82.5,42.0,0.0,164.0,109.96,At-Risk / Dormant,Male,Apparel,0,At-Risk / Dormant,-0.6551273880724261,2.3319666396456067
CUST00009,38,80.7,87.5,26.0,1.0,127.12,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,2.6473768087043146,-0.40890168490678425
CUST00597,34,50.2,60.0,6.0,15.0,61.36,New & Curious,Female,Apparel,1,Steady Regulars,-0.29531094863849816,-0.6946207303151437
CUST00037,43,100.7,73.7,26.0,22.0,152.51,High-Value Loyalists,Male,Home & Living,2,High-Value Loyalists,2.9545271491422653,0.7252799252466876
CUST00140,33,87.5,81.4,25.0,24.0,156.63,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,2.6868357645371734,-0.06258232691804493
CUST00254,25,49.5,67.6,11.0,46.0,76.65,Steady Regulars,Male,Beauty,4,New & Curious,-0.07976544957695691,-0.9864062387885643
CUST00304,18,27.9,25.6,6.0,95.0,30.93,Budget Browsers,Female,Apparel,3,Budget Browsers,-2.3942305684696676,-0.8307529744253197
CUST00542,43,37.9,87.0,13.0,15.0,38.81,New & Curious,Male,Apparel,1,Steady Regulars,0.2779903757170623,-1.0289369716690109
CUST00469,54,79.1,34.2,8.0,165.0,88.55,At-Risk / Dormant,Male,Electronics,0,At-Risk / Dormant,-0.4814679293656929,2.7608038975015687
CUST00369,24,48.5,33.6,4.0,95.0,45.25,Budget Browsers,Female,Sports,3,Budget Browsers,-1.7546612550481397,-0.21080182268237885
CUST00060,48,141.2,73.7,26.0,10.0,126.58,High-Value Loyalists,Female,Home & Living,2,High-Value Loyalists,3.5070510224468836,1.258749874835972
CUST00112,41,94.3,70.8,34.0,11.0,117.26,High-Value Loyalists,Male,Sports,2,High-Value Loyalists,2.874004477885955,0.11085650332785245
CUST00424,45,62.2,18.7,4.0,183.0,84.63,At-Risk / Dormant,Male,Electronics,0,At-Risk / Dormant,-1.5666865785394202,2.462041316691188
CUST00649,27,42.2,70.2,13.0,22.0,51.44,New & Curious,Male,Beauty,4,New & Curious,-0.13675878892498167,-1.4445997338436698
CUST00427,50,65.6,24.7,1.0,166.0,61.36,At-Risk / Dormant,Male,Beauty,0,At-Risk / Dormant,-1.6209019814001442,2.410765760204084
CUST00263,44,40.3,57.9,17.0,39.0,27.41,Steady Regulars,Female,Electronics,1,Steady Regulars,-0.2600613202607515,-0.4109135616710761
CUST00543,18,47.1,69.6,10.0,22.0,48.86,New & Curious,Male,Electronics,4,New & Curious,-0.40565061158902516,-1.8434337660888938
CUST00298,29,32.5,26.8,10.0,99.0,19.94,Budget Browsers,Male,Apparel,3,Budget Browsers,-2.040624788895731,-0.2731663345368739
CUST00151,32,68.2,59.8,14.0,33.0,57.26,Steady Regulars,Female,Apparel,1,Steady Regulars,0.23662835031200502,-0.5254889751527313
CUST00267,25,39.7,67.2,13.0,16.0,64.98,Steady Regulars,Female,Beauty,4,New & Curious,-0.08391161112612211,-1.5037980074775035
CUST00591,32,47.9,80.2,5.0,30.0,35.79,New & Curious,Female,Home & Living,4,New & Curious,-0.4177290824215045,-1.1702416819661128
CUST00360,32,36.2,44.3,6.0,105.0,42.08,Budget Browsers,Male,Beauty,3,Budget Browsers,-1.6170812967936126,-0.055188260480144906
CUST00574,28,54.3,62.6,9.0,1.0,47.74,New & Curious,Female,Beauty,4,New & Curious,-0.18118154396952174,-1.2771055319371571
CUST00039,32,84.8,86.1,33.0,1.0,138.95,High-Value Loyalists,Male,Electronics,2,High-Value Loyalists,3.088843422677806,-0.6738873818964856
CUST00128,38,87.8,88.9,30.0,16.0,143.36,High-Value Loyalists,Female,Electronics,2,High-Value Loyalists,3.086606121967577,-0.13219939680975845
CUST00417,33,34.7,23.2,8.0,92.0,36.29,Budget Browsers,Male,Electronics,3,Budget Browsers,-1.8892547680306253,0.10990521201867968
CUST00308,32,40.1,15.0,3.0,81.0,47.45,Budget Browsers,Male,Beauty,3,Budget Browsers,-2.0446260021438523,0.2966513311670623
CUST00199,29,44.9,67.6,13.0,36.0,77.81,Steady Regulars,Male,Sports,1,Steady Regulars,0.09211735978862853,-0.9404042017822759
CUST00352,25,41.0,33.6,6.0,104.0,22.52,Budget Browsers,Female,Electronics,3,Budget Browsers,-2.057444318083263,-0.3620736983228159
CUST00596,18,15.0,72.8,6.0,19.0,57.42,New & Curious,Female,Electronics,4,New & Curious,-0.9826323427050053,-2.2435047758959246
CUST00147,33,105.8,85.7,27.0,14.0,137.49,High-Value Loyalists,Male,Home & Living,2,High-Value Loyalists,3.0321604672293456,-0.13381026235647003
CUST00602,18,37.2,43.1,7.0,26.0,52.4,New & Curious,Female,Apparel,4,New & Curious,-1.2045337910636729,-1.4741473589979477
CUST00507,43,82.1,19.1,4.0,159.0,78.41,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-1.1804149362336607,2.349222841413022
CUST00420,23,26.1,42.2,6.0,107.0,22.23,Budget Browsers,Female,Electronics,3,Budget Browsers,-2.202474825849056,-0.7803521308814622
CUST00576,32,35.2,87.4,7.0,18.0,62.58,New & Curious,Female,Home & Living,4,New & Curious,-0.026299892640630856,-1.4019284577200952
CUST00148,32,98.7,72.6,25.0,3.0,142.2,High-Value Loyalists,Female,Sports,2,High-Value Loyalists,2.6685437293240923,-0.1297431432089472
CUST00613,37,47.1,67.0,6.0,35.0,44.89,New & Curious,Female,Apparel,1,Steady Regulars,-0.46921151150864865,-0.6073863826040631
CUST00349,33,48.2,37.6,4.0,88.0,23.24,Budget Browsers,Female,Home & Living,3,Budget Browsers,-1.7284928113794025,0.00032859955300310425
CUST00326,18,40.4,62.6,2.0,101.0,42.71,Budget Browsers,Female,Home & Living,3,Budget Browsers,-1.6277194793018501,-1.02717257352915
CUST00471,48,57.8,23.8,6.0,144.0,75.81,At-Risk / Dormant,Female,Sports,0,At-Risk / Dormant,-1.2425267966407956,2.0369621107397804
CUST00124,32,95.1,91.7,27.0,21.0,129.04,High-Value Loyalists,Female,Electronics,2,High-Value Loyalists,2.8130826911964735,-0.420605978015689
CUST00548,18,16.5,69.3,7.0,23.0,48.18,New & Curious,Male,Apparel,4,New & Curious,-1.093504080668139,-2.2116514782396623
CUST00097,44,89.3,64.9,30.0,16.0,144.34,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,2.781459985422776,0.5902575492015215
CUST00144,43,105.2,81.1,29.0,12.0,157.54,High-Value Loyalists,Female,Sports,2,High-Value Loyalists,3.441604875077105,0.5763888589890974
CUST00240,30,51.9,70.4,13.0,50.0,56.12,Steady Regulars,Female,Home & Living,1,Steady Regulars,-0.04402004436646378,-0.8550614731251152
CUST00395,27,34.8,23.1,1.0,87.0,16.15,Budget Browsers,Male,Electronics,3,Budget Browsers,-2.5497250715601334,-0.31335939682362346
CUST00454,50,63.5,15.7,5.0,148.0,84.38,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-1.2485214858025975,2.4595422488318066
CUST00098,43,87.2,95.5,27.0,1.0,176.83,High-Value Loyalists,Male,Apparel,2,High-Value Loyalists,3.577368918667829,0.17349392196068053
CUST00372,26,50.1,41.0,7.0,100.0,70.46,Budget Browsers,Female,Electronics,3,Budget Browsers,-1.157067127278682,-0.005881530796625814
CUST00325,20,33.7,45.6,10.0,85.0,12.03,Budget Browsers,Female,Apparel,3,Budget Browsers,-1.8250261437952382,-1.225400505834707
CUST00280,22,58.2,62.7,14.0,36.0,87.57,Steady Regulars,Male,Apparel,1,Steady Regulars,0.26370239269796164,-1.0155524580727695
CUST00294,34,44.4,31.9,7.0,82.0,25.25,Budget Browsers,Male,Electronics,3,Budget Browsers,-1.6612746193504033,0.0077508526417971015
CUST00255,34,45.9,50.1,11.0,44.0,66.15,Steady Regulars,Other,Apparel,1,Steady Regulars,-0.41106428459838534,-0.3663724745811297
CUST00401,21,23.3,29.6,5.0,93.0,43.56,Budget Browsers,Male,Home & Living,3,Budget Browsers,-2.250886506675002,-0.704131304278638
CUST00123,51,109.0,79.5,29.0,1.0,119.31,High-Value Loyalists,Female,Beauty,2,High-Value Loyalists,3.265587200879227,0.7208715114987287
CUST00184,18,32.6,66.9,16.0,37.0,75.45,Steady Regulars,Female,Electronics,4,New & Curious,-0.18309619975614774,-1.7532391535942804
CUST00203,21,56.7,57.1,10.0,26.0,62.92,Steady Regulars,Male,Apparel,4,New & Curious,-0.2983877749630988,-1.2203195531036406
CUST00439,39,72.1,24.4,2.0,155.0,97.1,At-Risk / Dormant,Male,Electronics,0,At-Risk / Dormant,-1.1964632592258977,2.033574718570375
CUST00324,27,39.4,40.1,8.0,85.0,34.35,Budget Browsers,Male,Home & Living,3,Budget Browsers,-1.578677648458302,-0.4924380344637536
CUST00247,42,62.3,81.2,14.0,46.0,45.0,Steady Regulars,Male,Electronics,1,Steady Regulars,0.4882721609246216,-0.3435264875357942
CUST00416,18,47.8,40.5,6.0,86.0,39.92,Budget Browsers,Other,Beauty,3,Budget Browsers,-1.6358711624967655,-0.805072879570603
CUST00539,40,56.4,27.9,4.0,173.0,92.77,At-Risk / Dormant,Male,Home & Living,0,At-Risk / Dormant,-1.4282603575434263,1.9316539311076413
CUST00489,42,65.8,34.5,2.0,163.0,103.39,At-Risk / Dormant,Female,Home & Living,0,At-Risk / Dormant,-1.0463185509775617,2.0794343911109254
CUST00540,50,77.5,23.1,3.0,180.0,104.07,At-Risk / Dormant,Male,Beauty,0,At-Risk / Dormant,-0.9713600551585287,3.0037066270298114
CUST00494,48,53.2,22.3,8.0,180.0,80.74,At-Risk / Dormant,Male,Home & Living,0,At-Risk / Dormant,-1.4100994307194479,2.3406935436017515
CUST00573,29,44.6,73.0,15.0,23.0,44.33,New & Curious,Male,Electronics,4,New & Curious,0.011911591903194418,-1.411862327625932
CUST00468,52,51.6,16.7,4.0,156.0,92.37,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-1.4108456803706115,2.53714340559055
CUST00126,57,100.5,95.7,21.0,10.0,166.92,High-Value Loyalists,Male,Home & Living,2,High-Value Loyalists,3.5564940781632997,1.2201742369763888
CUST00403,18,27.5,35.4,11.0,97.0,30.03,Budget Browsers,Female,Beauty,3,Budget Browsers,-1.9764806111525255,-1.0399869016524839
CUST00513,46,76.8,14.0,0.0,159.0,115.01,At-Risk / Dormant,Female,Sports,0,At-Risk / Dormant,-1.1294045561870663,2.8332030950456333
CUST00497,43,77.5,44.0,6.0,169.0,100.69,At-Risk / Dormant,Female,Electronics,0,At-Risk / Dormant,-0.5133318795200164,2.133279764278904
CUST00224,25,53.9,61.7,14.0,33.0,46.16,Steady Regulars,Female,Beauty,4,New & Curious,-0.20433688758909985,-1.2148073792069132
CUST00343,24,22.1,28.4,4.0,98.0,15.62,Budget Browsers,Female,Electronics,3,Budget Browsers,-2.628319851919181,-0.6744281511308559
CUST00054,46,107.6,80.4,30.0,1.0,133.07,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,3.37633650323881,0.49593356988429116
CUST00220,19,71.0,42.4,12.0,22.0,68.2,Steady Regulars,Male,Apparel,4,New & Curious,-0.1766401080315676,-0.9397452938043562
CUST00130,38,90.4,64.4,31.0,3.0,157.83,High-Value Loyalists,Female,Sports,2,High-Value Loyalists,2.968796647363451,0.24221974616173944
CUST00589,18,69.3,73.0,13.0,6.0,30.48,New & Curious,Male,Electronics,4,New & Curious,0.08659672482289384,-1.9118890673578088
CUST00474,47,68.4,21.8,6.0,151.0,101.64,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-0.8842320114131811,2.4050947045396858
CUST00187,22,29.3,51.3,12.0,60.0,45.67,Steady Regulars,Male,Apparel,4,New & Curious,-1.1348162342992716,-1.28333251208679
CUST00592,18,48.8,59.2,10.0,10.0,34.35,New & Curious,Male,Home & Living,4,New & Curious,-0.6512365705184588,-1.8774234045537144
CUST00440,48,76.6,29.8,4.0,167.0,85.99,At-Risk / Dormant,Male,Beauty,0,At-Risk / Dormant,-0.95822847310633,2.5165203866435357
CUST00618,18,58.6,59.9,10.0,45.0,69.8,New & Curious,Male,Apparel,4,New & Curious,-0.3092648365041946,-1.1764653093091353
CUST00101,32,79.9,66.1,28.0,6.0,130.65,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,2.252332453772347,-0.38234333492409595
CUST00484,56,82.3,10.9,2.0,154.0,85.04,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-1.112544188038798,3.2215708359080004
CUST00387,18,32.6,41.7,9.0,91.0,29.19,Budget Browsers,Female,Home & Living,3,Budget Browsers,-1.853931769524381,-1.1007125733899517
CUST00630,28,45.5,67.6,16.0,13.0,42.06,New & Curious,Female,Apparel,4,New & Curious,0.0012398633266199135,-1.4958952710317517
CUST00295,19,50.7,16.1,4.0,103.0,33.75,Budget Browsers,Male,Apparel,3,Budget Browsers,-2.298464018873091,-0.19860772778031624
CUST00268,26,75.0,55.1,19.0,49.0,62.86,Steady Regulars,Male,Electronics,1,Steady Regulars,0.3893834500589465,-0.5714255256485723
CUST00052,39,101.7,96.8,34.0,26.0,132.26,High-Value Loyalists,Female,Home & Living,2,High-Value Loyalists,3.511215245971579,-0.04626445372610167
CUST00442,39,59.3,18.5,2.0,154.0,58.09,At-Risk / Dormant,Male,Electronics,0,At-Risk / Dormant,-1.9332538453730626,1.662469192157734
CUST00558,18,44.1,46.9,6.0,24.0,15.47,New & Curious,Female,Beauty,4,New & Curious,-1.4594723110300953,-1.704312885363294
CUST00113,42,56.1,66.7,31.0,5.0,163.21,High-Value Loyalists,Male,Apparel,2,High-Value Loyalists,2.553651124002936,0.016742000492889982
CUST00180,29,52.2,75.5,13.0,50.0,72.79,Steady Regulars,Male,Electronics,1,Steady Regulars,0.21807021261489304,-0.8653600374285897
CUST00519,51,88.6,36.8,5.0,158.0,78.97,At-Risk / Dormant,Male,Apparel,0,At-Risk / Dormant,-0.5458835269295196,2.592778115281146
CUST00622,18,58.2,82.5,11.0,20.0,47.37,New & Curious,Female,Home & Living,4,New & Curious,0.06609306009161357,-1.9300592280749762
CUST00532,51,88.9,29.6,5.0,157.0,59.61,At-Risk / Dormant,Female,Beauty,0,At-Risk / Dormant,-0.8763931167287917,2.559464497095257
CUST00526,41,66.4,21.9,0.0,164.0,75.18,At-Risk / Dormant,Female,Beauty,0,At-Risk / Dormant,-1.7025590967193107,2.0597891607765817
CUST00374,21,27.2,12.0,4.0,89.0,14.28,Budget Browsers,Other,Beauty,3,Budget Browsers,-2.8547745378394005,-0.6154776455260961
CUST00315,24,33.9,4.8,1.0,89.0,50.26,Budget Browsers,Other,Apparel,3,Budget Browsers,-2.5962513819634925,0.04626424531685067
CUST00463,41,66.0,28.5,2.0,153.0,83.11,At-Risk / Dormant,Male,Apparel,0,At-Risk / Dormant,-1.3274343123278805,1.8808442618245331
CUST00152,27,42.5,71.9,16.0,20.0,80.62,Steady Regulars,Male,Beauty,1,Steady Regulars,0.38675771776739093,-1.3187199922542723
CUST00172,22,15.0,53.7,14.0,31.0,38.43,Steady Regulars,Male,Beauty,4,New & Curious,-1.1206243062238777,-1.8638741379351729
CUST00234,29,34.3,48.8,16.0,30.0,64.87,Steady Regulars,Male,Apparel,1,Steady Regulars,-0.3733885483242545,-0.988502929336924
CUST00307,25,25.3,32.4,0.0,103.0,15.51,Budget Browsers,Female,Apparel,3,Budget Browsers,-2.729569695645237,-0.5361744214770472
CUST00514,47,59.4,27.2,9.0,165.0,112.85,At-Risk / Dormant,Female,Home & Living,0,At-Risk / Dormant,-0.7405799827347147,2.3699027819565694
CUST00165,29,41.4,42.1,14.0,26.0,57.29,Steady Regulars,Female,Beauty,1,Steady Regulars,-0.5421396451519751,-0.854043275266649
CUST00318,24,54.2,47.4,4.0,92.0,40.11,Budget Browsers,Female,Home & Living,3,Budget Browsers,-1.4426362887615138,-0.4064739058404312
CUST00137,36,93.2,98.3,27.0,15.0,148.76,High-Value Loyalists,Male,Home & Living,2,High-Value Loyalists,3.2206855837111292,-0.24188304029151167
CUST00411,25,44.6,59.1,5.0,83.0,42.23,Budget Browsers,Male,Beauty,3,Budget Browsers,-1.2381672473229992,-0.7420664010602719
CUST00578,23,42.9,67.5,12.0,48.0,52.31,New & Curious,Female,Electronics,4,New & Curious,-0.44726205706202377,-1.3527813228206036
CUST00198,25,50.9,56.5,11.0,46.0,74.79,Steady Regulars,Male,Sports,1,Steady Regulars,-0.28095679542005925,-0.8122872707746405
CUST00359,18,48.0,49.2,3.0,103.0,42.5,Budget Browsers,Male,Beauty,3,Budget Browsers,-1.7094605934213505,-0.7167110216995386
CUST00259,37,67.1,47.0,13.0,16.0,58.01,Steady Regulars,Male,Electronics,1,Steady Regulars,0.12723429183827564,-0.2102029520898263
CUST00233,23,55.7,63.4,18.0,55.0,46.44,Steady Regulars,Female,Beauty,4,New & Curious,-0.09728877717404687,-1.1732470833757394
CUST00534,50,68.2,19.2,2.0,145.0,118.67,At-Risk / Dormant,Male,Electronics,0,At-Risk / Dormant,-0.876532961147918,2.726189819118786
CUST00116,44,80.0,74.5,27.0,25.0,134.18,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,2.4783380485148454,0.37035490454757536
CUST00121,47,112.3,100.0,28.0,16.0,137.35,High-Value Loyalists,Male,Electronics,2,High-Value Loyalists,3.679177473675927,0.5156895005127469
CUST00446,51,53.6,21.5,5.0,155.0,97.05,At-Risk / Dormant,Female,Beauty,0,At-Risk / Dormant,-1.196094217438634,2.446805346192564
CUST00283,32,49.3,71.9,15.0,40.0,59.71,Steady Regulars,Male,Apparel,1,Steady Regulars,0.18126081014651302,-0.8977265714065124
CUST00377,18,15.0,29.9,4.0,89.0,31.54,Budget Browsers,Female,Electronics,3,Budget Browsers,-2.592346741074681,-1.0966784561025908
CUST00385,21,41.7,45.4,3.0,110.0,26.76,Budget Browsers,Male,Electronics,3,Budget Browsers,-2.0470307182013356,-0.6256637812214106
CUST00225,26,49.8,70.3,13.0,29.0,84.23,Steady Regulars,Female,Electronics,1,Steady Regulars,0.2854674308420953,-1.0999349163372987
CUST00617,22,45.0,74.8,10.0,21.0,49.79,New & Curious,Male,Electronics,4,New & Curious,-0.26110062514070037,-1.7327061767217276
CUST00529,44,74.6,30.3,0.0,165.0,101.69,At-Risk / Dormant,Male,Electronics,0,At-Risk / Dormant,-1.0806690612255043,2.407339482643754
CUST00473,45,69.5,42.4,0.0,157.0,70.24,At-Risk / Dormant,Other,Electronics,0,At-Risk / Dormant,-1.2159769134123306,1.912125381759937
CUST00348,20,31.6,43.7,4.0,88.0,31.48,Budget Browsers,Male,Electronics,3,Budget Browsers,-2.0227320658955046,-0.9783991651425303
CUST00506,46,70.0,14.0,2.0,164.0,79.85,At-Risk / Dormant,Female,Electronics,0,At-Risk / Dormant,-1.5468898746406474,2.5108636452576283
CUST00640,35,37.0,55.0,10.0,19.0,57.74,New & Curious,Male,Sports,1,Steady Regulars,-0.44117752756945916,-0.786249594162789
CUST00600,30,66.6,45.8,7.0,4.0,23.5,New & Curious,Female,Electronics,1,Steady Regulars,-0.6389754477770946,-0.8608716029999148
CUST00550,18,30.2,65.8,6.0,18.0,29.76,New & Curious,Male,Sports,4,New & Curious,-1.151192994488738,-2.1352077533862577
CUST00086,38,102.6,83.5,28.0,21.0,143.51,High-Value Loyalists,Female,Beauty,2,High-Value Loyalists,3.0976356522167707,0.22644784834833254
CUST00243,28,67.4,47.1,15.0,24.0,73.07,Steady Regulars,Male,Electronics,1,Steady Regulars,0.2017210491489552,-0.5503948983260664
CUST00160,45,64.6,48.3,16.0,40.0,56.21,Steady Regulars,Male,Apparel,1,Steady Regulars,0.23603745976700155,0.34847108084119627
CUST00525,50,39.6,29.1,0.0,151.0,94.26,At-Risk / Dormant,Female,Beauty,0,At-Risk / Dormant,-1.5773787822926006,2.0957433212316454
CUST00036,33,103.6,80.5,24.0,1.0,156.21,High-Value Loyalists,Female,Electronics,2,High-Value Loyalists,3.022929101126937,-0.03318484334128791
CUST00171,37,57.3,59.3,14.0,44.0,61.7,Steady Regulars,Female,Home & Living,1,Steady Regulars,0.11022106614128256,-0.25648249830951847
CUST00552,25,21.8,67.2,13.0,30.0,21.0,New & Curious,Female,Home & Living,4,New & Curious,-0.943555887131829,-1.9291838153984489
CUST00544,30,42.9,78.2,10.0,35.0,41.39,New & Curious,Female,Beauty,4,New & Curious,-0.27593167944083413,-1.2999163994578318
CUST00611,18,34.7,83.0,8.0,13.0,38.22,New & Curious,Female,Apparel,4,New & Curious,-0.5308068114418645,-2.348112033208714
CUST00096,31,91.0,77.3,26.0,8.0,147.39,High-Value Loyalists,Male,Apparel,2,High-Value Loyalists,2.688384021586518,-0.2914132828722267
CUST00241,31,51.9,68.9,18.0,34.0,68.8,Steady Regulars,Female,Apparel,1,Steady Regulars,0.44741188054593173,-0.9041283433107374
CUST00461,40,78.1,26.8,1.0,167.0,80.9,At-Risk / Dormant,Male,Apparel,0,At-Risk / Dormant,-1.338123574619643,2.1450743498310483
CUST00587,20,48.1,71.2,6.0,26.0,63.56,New & Curious,Female,Beauty,4,New & Curious,-0.40465756502037836,-1.5480219925103058
CUST00207,32,48.9,74.8,12.0,53.0,62.53,Steady Regulars,Female,Apparel,1,Steady Regulars,0.018267303927262137,-0.7653018093270725
CUST00393,22,42.9,26.3,0.0,77.0,27.6,Budget Browsers,Female,Apparel,3,Budget Browsers,-2.3079622533097024,-0.526077290912989
CUST00398,19,46.4,41.4,2.0,75.0,30.8,Budget Browsers,Female,Beauty,3,Budget Browsers,-1.8689136298328453,-0.8957913472743549
CUST00545,21,34.9,69.8,5.0,27.0,45.12,New & Curious,Female,Beauty,4,New & Curious,-0.8917858585975101,-1.7596190116100812
CUST00218,42,35.4,50.3,19.0,54.0,52.43,Steady Regulars,Female,Home & Living,1,Steady Regulars,-0.23156026147486744,-0.18292695447375687
CUST00005,40,98.5,81.8,26.0,17.0,125.76,High-Value Loyalists,Female,Electronics,2,High-Value Loyalists,2.7584958834746613,0.1706314019525929
CUST00577,31,32.2,76.2,7.0,59.0,27.36,New & Curious,Male,Home & Living,4,New & Curious,-0.9338318883742841,-1.1954011234906432
CUST00099,42,116.2,80.9,29.0,23.0,130.43,High-Value Loyalists,Female,Sports,2,High-Value Loyalists,3.2430792223836162,0.5849429946034057
CUST00407,35,43.7,32.7,2.0,91.0,79.24,Budget Browsers,Female,Apparel,3,Budget Browsers,-1.3799781606996644,0.5753859513351884
CUST00503,43,57.3,39.8,1.0,136.0,93.33,At-Risk / Dormant,Female,Apparel,0,At-Risk / Dormant,-1.0678393073360422,1.628605955199412
CUST00048,49,96.8,67.9,27.0,11.0,150.22,High-Value Loyalists,Female,Beauty,2,High-Value Loyalists,2.980723389756402,0.9589236792442747
CUST00033,41,82.1,82.8,23.0,10.0,145.7,High-Value Loyalists,Male,Electronics,2,High-Value Loyalists,2.620029669731442,0.10328950129469605
CUST00201,28,47.1,52.4,13.0,21.0,68.69,Steady Regulars,Female,Apparel,1,Steady Regulars,-0.17359918467837246,-0.9398757343986831
CUST00135,35,120.6,97.0,29.0,24.0,150.23,High-Value Loyalists,Female,Home & Living,2,High-Value Loyalists,3.702309155424568,0.16407171767399653
CUST00028,44,112.4,89.9,29.0,10.0,136.29,High-Value Loyalists,Female,Apparel,2,High-Value Loyalists,3.523182823935249,0.4273764532860295
CUST00568,20,30.4,74.6,12.0,36.0,43.14,New & Curious,Male,Sports,4,New & Curious,-0.5998178094742931,-1.9736753834075738
CUST00231,35,61.3,63.6,11.0,35.0,66.06,Steady Regulars,Female,Sports,1,Steady Regulars,0.1654369694755538,-0.39002537976174617
CUST00490,47,88.8,21.3,0.0,168.0,117.44,At-Risk / Dormant,Male,Electronics,0,At-Risk / Dormant,-0.8079671246778917,3.042876094463338
CUST00379,25,47.7,30.5,11.0,103.0,14.92,Budget Browsers,Female,Home & Living,3,Budget Browsers,-1.8128779518676352,-0.35437195422074785
CUST00289,31,36.1,51.9,18.0,35.0,74.25,Steady Regulars,Female,Beauty,1,Steady Regulars,-0.0758477662620931,-0.8143447364510665
CUST00419,18,33.0,42.2,0.0,106.0,31.55,Budget Browsers,Male,Home & Living,3,Budget Browsers,-2.3844471298729895,-0.8245109017229019
CUST00392,18,15.0,26.0,7.0,79.0,24.65,Budget Browsers,Male,Home & Living,3,Budget Browsers,-2.5169758266476356,-1.2202575109953255
CUST00499,56,62.9,47.2,6.0,163.0,84.42,At-Risk / Dormant,Male,Electronics,0,At-Risk / Dormant,-0.6165296745252583,2.432206649912182
CUST00139,47,98.4,65.0,30.0,32.0,148.86,High-Value Loyalists,Male,Electronics,2,High-Value Loyalists,2.9350091679341563,1.0600138721601786
CUST00063,34,106.4,80.9,27.0,12.0,161.7,High-Value Loyalists,Male,Beauty,2,High-Value Loyalists,3.2445300392237795,0.15521331175863304
